	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1644	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU1645	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1646	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
OTU1647	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma guilliermondii
OTU1648	Fungi	NA	NA	NA	NA	NA	NA
OTU1649	NA	NA	NA	NA	NA	NA	NA
OTU1650	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1651	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	NA	NA
OTU1652	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypella	NA
OTU1653	Fungi	NA	NA	NA	NA	NA	NA
OTU1654	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU1655	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia cortaderiae
OTU1656	Fungi	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	NA	NA
OTU1657	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Pleiochaeta	NA
OTU1658	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	NA
OTU1660	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus etunicatum
OTU1661	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU1662	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1663	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU1664	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	NA
OTU1666	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1667	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1668	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	NA
OTU1669	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	NA
OTU1670	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1671	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Noosia	Noosia banksiae
OTU1672	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia diffluens
OTU1673	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1674	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1675	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
OTU1676	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1678	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia litorea
OTU1679	Fungi	Ascomycota	Sordariomycetes	Xylariales	Cainiaceae	NA	NA
OTU1680	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
OTU1681	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria michotii
OTU1682	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1683	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1684	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
OTU1685	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU1686	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1687	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
OTU1688	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina inositophila
OTU1689	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria eureka
OTU1690	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1691	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
OTU1692	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
OTU1693	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1694	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
OTU1695	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU1696	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1697	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1698	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1699	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	NA
OTU1701	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1702	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	NA	NA
OTU1703	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1704	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Pervetustaceae	NA	NA
OTU1705	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA
OTU1706	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Deniquelata	Deniquelata barringtoniae
OTU1707	NA	NA	NA	NA	NA	NA	NA
OTU1708	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
OTU1709	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU1710	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	Acremonium pinkertoniae
OTU1711	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Halorosellinia	NA
OTU1712	NA	NA	NA	NA	NA	NA	NA
OTU1713	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1714	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1715	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1716	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	Veronaea compacta
OTU1717	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1718	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU1719	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe necator
OTU1721	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Allophoma	NA
OTU1722	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1723	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus intraradices
OTU1726	Fungi	NA	NA	NA	NA	NA	NA
OTU1727	Fungi	Ascomycota	Dothideomycetes	Venturiales	NA	NA	NA
OTU1728	NA	NA	NA	NA	NA	NA	NA
OTU1729	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium	NA
OTU1730	Choanoflagellozoa	Choanoflagellata	NA	Choanoflagellida	NA	NA	NA
OTU1731	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1732	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	NA
OTU1733	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1734	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita tenuifolia
OTU1735	Fungi	Ascomycota	Leotiomycetes	Helotiales	Discinellaceae	NA	NA
OTU1736	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Pseudochaetosphaeronema	NA
OTU1737	Fungi	NA	NA	NA	NA	NA	NA
OTU1738	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Neodendryphiella	NA
OTU1739	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1741	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Planistromellaceae	Ramimonilia	Ramimonilia apicalis
OTU1743	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1745	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus intraradices
OTU1746	Fungi	NA	NA	NA	NA	NA	NA
OTU1747	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
OTU1748	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1749	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum trifolii
OTU1750	Fungi	Ascomycota	Sordariomycetes	Xylariales	Cainiaceae	Atrotorquata	Atrotorquata lineata
OTU1751	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Roussoellaceae	Neoroussoella	Neoroussoella heveae
OTU1753	NA	NA	NA	NA	NA	NA	NA
OTU1754	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	NA
OTU1755	NA	NA	NA	NA	NA	NA	NA
OTU1756	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia trifolii
OTU1758	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis mirabilis
OTU1759	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU1760	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
OTU1761	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1762	Fungi	Ascomycota	NA	NA	NA	Candelabrum	NA
OTU1763	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora phraeana
OTU1764	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU1765	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Sacculosporaceae	Sacculospora	Sacculospora felinovii
OTU1767	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1768	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma subuliforme
OTU1770	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1771	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1772	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Monascella	NA
OTU1773	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1774	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus tigrinus
OTU1775	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1776	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Elsinoe	NA
OTU1778	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1779	Fungi	Blastocladiomycota	NA	NA	NA	NA	NA
OTU1780	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1781	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Alfaria	NA
OTU1782	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1785	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia oryzae
OTU1786	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	NA
OTU1787	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	NA
OTU1788	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella xanthorrhoeae
OTU1789	Choanoflagellozoa	Choanoflagellata	NA	Choanoflagellida	NA	NA	NA
OTU1792	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Furcasterigmium	Furcasterigmium furcatum
OTU1793	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA
OTU1794	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
OTU1796	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Cryptovalsa	NA
OTU1798	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	NA
OTU1799	Fungi	NA	NA	NA	NA	NA	NA
OTU1800	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1801	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Scopuloides	Scopuloides rimosa
OTU1802	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1803	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Pseudochaetosphaeronema	Pseudochaetosphaeronema chiangraiense
OTU1804	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	NA
OTU1805	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1806	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Shiraiaceae	NA	NA
OTU1807	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA
OTU1808	Fungi	NA	NA	NA	NA	NA	NA
OTU1809	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1810	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1811	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1812	NA	NA	NA	NA	NA	NA	NA
OTU1813	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	NA
OTU1814	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1815	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
OTU1816	Viridiplantae	Anthophyta	Monocotyledonae	Asparagales	Orchidaceae	Habenaria	NA
OTU1817	Fungi	Basidiomycota	Microbotryomycetes	Heterogastridiales	Heterogastridiaceae	Heterogastridium	Heterogastridium pycnidioideum
OTU1819	Fungi	NA	NA	NA	NA	NA	NA
OTU1820	Fungi	NA	NA	NA	NA	NA	NA
OTU1821	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum candidum
OTU1822	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1823	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae	Punctulariopsis	Punctulariopsis cremeoalbida
OTU1824	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	NA	NA
OTU1825	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1826	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	NA
OTU1827	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1829	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1830	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Bambusicolaceae	NA	NA
OTU1831	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1832	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
OTU1833	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Galerella	Galerella nigeriensis
OTU1834	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
OTU1835	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia rubiginosa
OTU1836	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Xenopenidiella	Xenopenidiella tarda
OTU1838	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1840	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1841	Fungi	NA	NA	NA	NA	NA	NA
OTU1844	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1845	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1847	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	NA
OTU1848	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
OTU1849	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1850	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Arachnion	Arachnion album
OTU1851	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1852	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1853	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	NA
OTU1854	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1855	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1856	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Dentiscutata	NA
OTU1857	Fungi	NA	NA	NA	NA	NA	NA
OTU1858	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	Acremonium hyalinulum
OTU1859	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	Hormonema macrosporum
OTU1860	Fungi	NA	NA	NA	NA	NA	NA
OTU1862	Fungi	NA	NA	NA	NA	NA	NA
OTU1863	Fungi	Ascomycota	Sordariomycetes	Xylariales	Graphostromataceae	Biscogniauxia	NA
OTU1864	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1866	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	Calvatia bicolor
OTU1867	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1868	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1869	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Nectriella	NA
OTU1870	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1871	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	NA
OTU1872	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium aphidis
OTU1873	Fungi	NA	NA	NA	NA	NA	NA
OTU1874	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Wojnowiciella	Wojnowiciella dactylidis
OTU1875	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	NA	NA
OTU1876	Fungi	NA	NA	NA	NA	NA	NA
OTU1877	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Gliomastix	NA
OTU1878	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1879	Fungi	NA	NA	NA	NA	NA	NA
OTU1881	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1882	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1883	NA	NA	NA	NA	NA	NA	NA
OTU1884	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1885	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	NA
OTU1886	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium chlamydosporum
OTU1887	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU1888	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myxospora	NA
OTU1889	Fungi	NA	NA	NA	NA	NA	NA
OTU1892	Fungi	Ascomycota	Dothideomycetes	Zeloasperisporiales	Zeloasperisporiaceae	Zeloasperisporium	NA
OTU1893	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
OTU1894	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia globosa
OTU1895	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU1897	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU1898	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	NA
OTU1899	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1900	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Farlowiella	Farlowiella carmichaeliana
OTU1901	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus fasciculatus
OTU1902	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	NA
OTU1904	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	NA
OTU1905	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1907	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	NA	NA
OTU1909	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1910	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1911	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1912	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1913	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis radiata
OTU1914	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hyweljonesia	Hyweljonesia queenslandica
OTU1915	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA
OTU1916	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1917	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1920	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1922	Fungi	NA	NA	NA	NA	NA	NA
OTU1923	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
OTU1924	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1925	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
OTU1926	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium	NA
OTU1927	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1928	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	NA	NA
OTU1929	Fungi	NA	NA	NA	NA	NA	NA
OTU1930	Fungi	Glomeromycota	NA	NA	NA	NA	NA
OTU1931	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1933	Fungi	NA	NA	NA	NA	NA	NA
OTU1934	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU1935	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA
OTU1936	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1937	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	NA
OTU1938	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
OTU1939	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
OTU1940	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Microdochium	Microdochium ratticaudae
OTU1942	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
OTU1943	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1944	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1946	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
OTU1947	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
OTU1948	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps memorabilis
OTU1949	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1950	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1952	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1953	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1955	Fungi	NA	NA	NA	NA	NA	NA
OTU1956	Fungi	Ascomycota	Sordariomycetes	Pseudodactylariales	Pseudodactylariaceae	Pseudodactylaria	NA
OTU1957	Fungi	Glomeromycota	NA	NA	NA	NA	NA
OTU1958	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU1959	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU1960	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1961	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Penidiellopsis	Penidiellopsis ramosus
OTU1962	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Rectifusarium	Rectifusarium ventricosum
OTU1963	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU1964	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1967	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1968	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Waitea	Waitea circinata
OTU1970	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU1971	Fungi	Mucoromycota	Endogonomycetes	NA	NA	NA	NA
OTU1972	Fungi	NA	NA	NA	NA	NA	NA
